id,kode,jenis,tanggal_semai,tanggal_tanam,status,blok,baris,latitude,longitude,keterangan,kode_intern
NDIS0533,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0534,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0535,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0536,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0537,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0538,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0539,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0540,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0541,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0542,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0543,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0544,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0545,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0546,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0547,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0548,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0549,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0550,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0551,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0552,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0553,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0554,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0555,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0556,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0557,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0558,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0559,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0560,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0561,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0562,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0563,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0564,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0565,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0566,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0567,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0568,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0569,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0570,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0571,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0572,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0573,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0574,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0575,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0576,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0577,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0578,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0579,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0580,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0581,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0582,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0583,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0584,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0585,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0586,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0587,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0588,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0589,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0590,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0591,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0592,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0593,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0594,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0595,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0596,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0597,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0598,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0599,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0600,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0601,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0602,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0603,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0604,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0605,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
NDIS0606,D PANJANG,SMG,17/09/2026,Khayalan,POLYBAG,,,,,,26090463DR5QW5
